NU_INSCRICAO,NU_NOTA_MT
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,519.2388
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,447.29672
1730807e4916c5f7e8ab21e02ac5657bcea3e732,0.5173792
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,458.2346
1a46d99716282410d1170f0f35069b34e34415d4,445.88492
0467e022da4ef897f666bc76f31e1bc8976f7e92,474.9934
993aca0d5eac6741117947c82a3647102096255e,450.72742
94c96ade6ade21deb080bba6aad537fc4f195d47,490.70663
36bb672077a46a3e4755cef90437a616d28bdf23,442.2633
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,386.86096
328ca19128d276eb4fbc309c54ec7f346c803d2f,727.9646
27cdb62f0a2a5467efeb30aafbf246ed2320c532,428.42474
c52cae37c3653620bbec72264c502f45ca2a8671,0.262609
f9ef2695eb0986666093945894b8f2fee351bf22,487.1225
2178c497293d0cab01ce74f5105b1a398fb12d8e,0.09176701
e21faa0c07406dde71ec02f266b19b314ba8b0e2,0.262609
8a021391cdaac100dab56c59284bd50137a74129,530.2234
12ee0df69325d97cb95404958c4acf4112aeab8a,0.02379644
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,476.69223
66cf0f8b5af2466f9616fd15c0c10344df84982a,0.62227964
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,448.39468
60edc5708acd60680891ea15379dd07c7a5924ff,0.5441067
b9f786712775e0d1d735398d710b01f404c985a3,423.968
564958997e204bda06fbe90afc4722805c78a855,567.3495
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,425.97388
527098f4ee3ceb5c393981930d23b8fe154f4db9,0.62227964
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,472.0164
8296743fdd105ce9183561cf5b359b0a3781465e,436.3362
a3b79e8c739832c77df2ba6bcdb23a7518155a33,0.262609
6602c7f15a1fdd082265b64976448c6809df792d,447.72626
31ae66f0fe024acae4490915c348e487f2367574,510.82596
81901aa980653106e64863d957387d24e2c00af3,428.97787
28e10d1bd0b6effe0edd503446ebda948ad240ad,434.63104
53a7ee52a87f80241e2ca13c923e06b72bf3a059,425.06683
50be5f75fdaedae454b0c3d63b7277854bd08d8f,4.1492033
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,0.262609
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,579.23157
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,0.62227964
02681b5c893b94db204713cb4b20dde6fc3f2f95,529.9378
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,435.64517
829dd51f77f3ae74c2216de2d86139bd0a03367c,0.59383327
28c6829e69879bc1d34db1cd51b89562d3cc596b,514.9189
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,460.42868
96715a069fbcb2e84b26a01563921962ccc4601e,0.5441067
923538833160e8432636c88e8119378a43b3d766,449.61288
aacb834258765a2959ee63c57d2be4923d11a696,458.09464
c32e484025571dd94255a77f21de08ab8d2aaba8,483.46393
d425deeec0a3c7006f14d732eff8933d5155067f,491.42526
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,468.23532
716a178e9a6f7791b820da77879943ac9040a547,460.67957
430212cd8767ef2bff8cda0f61729203fef7523e,429.482
e97d33221238e445688a0e984778d4ecac788be2,486.96796
695c9481580951d830c4431fc6c9dee778ba9ca1,0.62227964
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,495.22873
0411742cbb54fe1b6927b25f0bb52b885828c828,438.30334
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,422.0954
bc40729846bf209b06e2a9a890e01d4e6780f5b4,0.262609
e4e7a38b58319ad0a5cde4848622b21783c907e9,469.93982
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,582.07745
aec1b63c3f0c9554e533752d8fe138ca82101d4a,441.01016
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,477.1935
4b48d500ba4410546ce01f7f6d44bcbafa73994f,430.08014
edf33c347c866d26872f540bcc1f6ae415f3294c,455.90747
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,532.51215
3a265ea6ebdc4eb2520db912adf5592f03b3d634,422.7467
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,0.62227964
0ade5488fd62db34c11a369bdbb4327faacc1635,0.59383327
e418fbb77e6ff4103205f3b7f6a66d53183d809b,448.45905
8ddbfe70cd41135cb6f125335a48d100789edbf7,415.56985
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,0.262609
1d3e406d0223d4cb0328850d689ba9fcadf62776,430.35123
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,0.62227964
ecaf075653faf2dcdf946c0ce50629f5083347c0,468.0755
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,482.23798
d43894c5e83bb3a7e5000636295b0b050de19309,0.62227964
5b7877d12550dd35d27a02b66a13f2a27bce11ca,430.0821
18f800ec03e33ebad5fb97aa8465dd3e5961337e,431.75925
bb39cc6296f2c9da3963994899c5c34b50965720,0.62227964
76facda8958cbaf5dba09a4d35d3b4de7596a49d,0.2128824
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,487.71915
e887be276bf553575b20ed1a0de8833d9cb7e247,0.62227964
cc8794762ffa592758b5117d67e0d02e2e8b9c49,493.3395
894d277c608610fa8c31db531f64582b9569b2e9,438.3522
b2e029961aa0f20071b74708e0d97e6f200ec582,465.03247
12c7d85e168b09a0278df140a22bcb0052a59b0a,423.56613
64c4892488a9c6281bdabf467a0b5a6382d248e6,477.33713
944e790f6e64eccf6df361247858165f17dd7abb,0.62227964
ac112e94587e6e4249b7182329ee5a5040ae94ea,507.4291
a58cf11e498228f9aaca92b0c49f955a6163fb59,432.6206
e8c84701c041b7f3b39f3125a0449fa633589fbe,506.17297
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,572.27795
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,0.62227964
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,429.7621
e64ad901853230e396be49311ea98121c348fac6,464.01578
8532af19be3729ea233c1f29e4c015820fc7fb3a,471.5748
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,451.6645
26853fd075fe27954772c3070997635b94f32b83,425.95486
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,522.51245
574ec310dee846f9ae8eb278480257d463f6fbcc,482.4864
ebb32b8df4ff9b202ba904f310724ce230cb4305,0.262609
8a46e35787225c3e7adef2b998ad9c93a952106b,590.95013
b62bf908b504e8c6898777a7f5b88afed358caea,424.71124
10d22971ca4f53fc62d02905809ff1c37fbb68fc,583.17523
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,454.88828
cad47b624b484cb16291449cee30707a46c20199,0.262609
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,567.07007
bb6c0df09cb6663f142ce6da382b804353453af2,0.62227964
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,458.145
7bd0affe1bdd3681a0faecd80a3d48c023b986de,0.2128824
d76614020539405f481c0f5ffb9e6f88a0bf21b7,445.58386
5ce2df96a99343819ead41bf242044177439696d,0.62227964
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,0.5173792
a9216c3fc0c0bf14cda0ca26a71c205458b74896,0.59383327
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,476.6288
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,450.35703
176b027cd932b17fcb6f119cfcef338a175062b8,420.47787
41474f2dda61d97f38ba79906d3dbcce223d1bd1,510.64642
421eb738f9e2ea73e5f4227c915762d6421102ac,0.2128824
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,481.70975
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,1.7773949
134d96275e3893946c3a0e1d59f86b336fe64f6e,0.62227964
d4e97da32ccb6987ec074aa48c24ce949c05a78c,432.06583
fa556e489987a0588e9a8edb5327e2bde1679670,0.59383327
95c1d266a2524560761df98b376c17604733a6ad,519.3372
c11c4303d2632cde64105a35554ecb77a8564260,442.66022
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,467.76117
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,538.7056
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,445.43552
580c34923cbde328e0aef1641dd02033fc862c04,452.09677
156e1fb82056b0f6953c443446eb4dcceed7c03b,0.59383327
29d8bf198da9caa59047268faca60207da24d1b7,516.55176
1b3f80a1cd9fff0408e96169fcaf006936b34fed,453.30307
b5932043b62e0c58e16e2cc2c9d5489390e5c895,462.96317
99092cc60948943c59d68d62ed81a75a03059113,456.11395
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,2.779908
dd69fca6f17420dc911016a79e70583ca7ea330d,428.8076
d387995af060965fb9d18973f3dbf4904f071066,422.09674
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,449.7451
543674772357cf9d8a7a8e7dfb89384af80ec30e,491.4696
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,432.67825
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,0.09176701
0736d379ea0962e316ce84cce8e883321be36abb,434.11465
98cc842c547c69a0d27776e272fd8b61131b0b37,428.4943
890b7696fa85ca2b3e90b3951efec2135e88d5cf,456.8635
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,709.5886
d84b48f7dc7a6e387e6e985525143589754c5b13,455.62137
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,502.93533
dc4fe9d4124d9278f58f6f999711116a3fe58be7,459.20996
f6624d763619c0898b34dc02adf06f53a1721cd0,440.70245
60b1c12559860e7ad966da4c4db5c78e17278fc0,505.66977
a3f3dcb89101d86171f8bb4f4f57939717cf298a,0.5173792
4f365503582b97ea96462d0d36895a5e7f5926df,439.38904
c80869804effb21d50cc8fff3f4c27ba5521240c,422.38397
d0f351638d60e84b890a498d69c9a7961cdcdf36,455.2036
48e8ec135997ff3676648d5c144c3c7150a7bbb1,429.1175
45484014aefd10ea3e4b08fb93e66c251709cca6,438.77042
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,433.20483
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,425.41092
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,570.9042
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,425.55664
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,574.9114
c83c66733c5bd90a59996e473bb69e44f6522976,429.3731
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,0.2128824
4c373daf5547a6292c4905696c148ec83f95f083,0.5441067
4549620b5459bb28990580f4ca0b4c2adc5b1a68,0.62227964
87f89c855f377c5b100ad2986cc6569e31d94a98,530.2531
d0d8601aab147c191ae37365a930c1ed3eb0414b,0.06077805
9a25537903e8e7eab1dfb357903d241e24e86fb8,0.262609
eaecf3dd32668664e1dcc2d6c7a69042824806a6,440.725
d19fa85793fcb8ae3126d10592c9c57d3b32971f,0.63907707
c59b370d3aa06b68878c836bceac844953d74972,443.06653
5a6d397150d1a9e9c82e120f92d1e782da34bddb,0.62227964
b2128312e70fdb830091aecb6b27d82617e2e226,431.92252
8257941af168c0cc15f28bd596fd922352dae732,435.15576
854ce153823802674f35bbe1ec010b12e9b3a56f,431.41223
27f1db4e266b154f6f7fbef9c225fab472652a7b,433.01898
11b90bed4a05d11169f308370faf81d6e9ca2c4f,419.09506
5c55b7aeae6cb75ec715b4629812175239e45c15,0.262609
1391c7de937e0fea2ad23ebb111e513bf2aca2af,0.840924
e9488c35627294cd8f5a809c0667aef7a3f0d465,0.5173792
39c22d725a24b290af887b25175ae0a8d560db4b,0.2128824
e001e1d73163c327a4d800697b1b36cd6921f60d,453.17978
b83424ca8973e4b2eebf6eb9e26e842999432d22,421.5046
202da3f471204ad489ebf0c3856437337534112d,0.262609
912d751c54b46c860c5ba61666fc6fc59ca2689d,421.6906
8376d681a277c58f06ab633a06eaa66391126246,0.09176701
e114f7b197069bde8e158a0dbeaa022dd0c4e280,440.5793
fa84edf183bd459ea9394d77bdc191683a75ff66,563.9014
76190ff09a736ff83169394b770699b2709c5a27,467.85153
515db15df8581ae72bb8e8358833016adee74e02,451.10498
e2a05053c19e6fba60d0e582e6c7f371728a7106,453.25
66c14322296ac259374ec98c5c3bb2bd67ba25e9,0.2128824
2378556841bc8d5746f2b94d6adefc2db20f9518,544.8889
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,0.62227964
796d558152d241567f8a72b535a5e36fe78886f3,439.11417
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,512.2322
3c748fc7a94edb7ac1484373751ffa8574a3281d,430.94122
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,419.76505
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,0.62227964
10a1e8808e744c619376bff659f859cd71e8c41d,437.36343
fc959dafc37dde3f173f083486d84ce5c817443f,433.28833
6979d91c0a1903a336c640e14eed100821a0e24d,450.87152
d4e37c4c1235ce014392f6c8ba0436f195b9e459,510.01883
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,0.59383327
565a955a60c6073157aa869c0351c626a7171ef3,530.6043
5697c01ee87a008056ebc0993a1028b41a26d251,0.59383327
99be797e423b5ae08fe342ea772738f71975df47,739.7985
b579ea83f2d6c15b2c717d16a89827d65f39904b,452.78445
e9373b5c22567bec508f2fa2580e4dc3ff687caa,524.05426
a465af361b68bd536dd8bf61d522b9b21755ab60,508.0256
c8feec2a94d996d03534ce935dec7a034667f107,762.98047
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,471.88773
f4f7888cfe88b7a3b0f3d94749921976353ae82c,465.60788
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,469.78223
2e466f15ac7b80870736fac2d0cf4bd7f362e852,437.5171
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,0.2128824
fc83a5c665f70f39b4c7d326118cbf21a898e660,614.05176
c26fbd904781a4f6c37a8f8969778f687c6c1424,0.2128824
ced4913c2220be57c54bc9f87bb4f441d5976671,443.23813
880ade460a231d722e8bb0e4d17f3c8f77663d37,423.22906
7c869f5b89ddf3130c87011b6508ee59e32682c5,444.02548
9027f65d4e576928ca59690c280050c53d66506a,682.86395
09eb415bcb9842d207139c8bddf32427a134d51e,525.72864
f8224c83e27f4921df62876f7ff660b1dab3d974,477.17908
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,0.5441067
dfec3182aec0997207e0845b072498065ec89aac,653.7257
d653549f6d0ba70e2113b2cc56e9a83e331d2462,541.5597
e95674df974af80342f676ca9e3540aecec2b8dc,496.3057
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,550.3397
2b7b15015ab18dc51893827c7e3f01d931a70410,0.62227964
22d86e8b43a9412df86ec15ac231b9919e3ec905,450.82114
1c61035799f6afe7f44c1fb68567d7a8945c3943,614.3831
d5ed4b8732b0d7127a64f7e71137d321c56cc198,435.89825
63edbbe59337f861a710bee4fe8a691d231f23da,422.59326
f62bf9257782d839d38f84376b79611ed0de655d,0.262609
cf14952b5b09ad1a9497769e3a08da2fd74c6102,0.62227964
21b8ef230efbfca6b5f15b36a3243d76ed390967,500.21286
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,421.16086
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,0.09176701
3de3c134579726fe4606b7a05f82ce19f00adb09,702.82385
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,429.22794
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,421.07483
520c60d32fd2af8be76abd332859b36d8ae45900,459.28632
6cb6e2310b52c2898e500f81bea938446592568b,485.8884
0193b535914e1c5a445bede11a408bf1709cd3cb,465.0903
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,478.0489
c512a461034cd90a9c5f1a32332b748041cfeba3,0.59383327
6f77bbe0fc418131d06d15f50b30073eae680dbb,0.59383327
9b378e3937af8e97d4753cdf0c8917306354aaaf,466.40253
1c92f54a5fe563622a0e23cf116461a7e147efd8,549.3083
90facc45f7578775e3278aa0bd4fb59dad4d37c1,437.71426
563bd02a1204c85e79026a020ba5af29bce95c12,0.91247237
c8062c4cc7e023996bd37b87295f5a2957ddb172,460.7768
ea7cc5987f9cc7f756d501961f64fa5769013823,0.262609
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,546.86475
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,433.56076
1b61f7e184c7040ae4cea725153965e1f7f75308,435.95407
aea68e00d370c2a0cfd02bf868824dec427bf23a,0.62227964
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,0.5441067
95a9c65324583892b2d1a0c1c5163488f92d4a6d,415.56012
5b7e7632cf766876026d0da6aa7c6df77bc13438,441.84525
a3be14b06b7aef01331da18e7a1678222b563151,0.62227964
92b8965cf3fb76d11e5061f26e577c23d212b9c5,0.5441067
96fd0462597b8cf21b1e918c1947106cd8359e5d,508.85358
5c1cef937c40bf8c30c119160bedde7ef679454e,598.7933
27dce80bee1eadbcd82bc7d09adb063e116870f6,0.09176701
271a7e5b703fc3f29f6669415048a760e6355c5b,0.5173792
e39fbeab552a4b6492346d821d095c3a0d691555,443.62024
93694c58636eabfe86550e734efb3775ba4d739f,479.32172
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,698.02545
6c05e70130682975c1485a862b6e08b895650671,435.48422
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,421.59576
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,425.56644
283df09083d3c7bec2590f22355c7ba32ec88623,467.6472
40b96e97dc29dfc990656e30c1038e846b6c8ff2,0.2128824
ff362d0a648559b9146fb97ee248eb423c3d6a50,0.2128824
717ae2ab18e7ba03c4f3af66500ece6580b29b71,0.59383327
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,570.9255
23131f453efc29c2af9553d307692c60a3add1ae,447.75827
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,442.69345
941646a7d24ee2837d7de90ff0a736bb8f61d68c,425.7621
cd705413010e6e74f3b90ee78dbbd8b767488f0c,0.09176701
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,504.8199
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,433.26663
72882a9cffe151d94be90e02ce3967a91b628099,465.5268
cf62916c9829bd3ad05104151eee856d6de7ca1c,629.92883
6b8f4241357e65c0491cc0ef96396f811574134c,452.9893
298806ed4313157d412e860ac3ea8833d6ca6970,0.62227964
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,425.18372
4485f973590cff61be5ec78cb3032d5fdf25b809,0.59383327
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,453.70148
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,0.5173792
8288badec4740382dbf7c33e4095cd4db0021bf7,413.66272
5e139289eb167622f915eea3d1d6e49d15d1c873,505.5553
fc050b2c8fa3446890fe1418332352177dd34506,446.4849
8f309746992f374b4c2ea88f171233a9469ba649,436.23398
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,460.98932
145b6344526f9df32f4046c8227282477c51d69f,435.6823
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,462.56064
b23775f4cd460ba687d77b058f2bc46381a0fbfe,444.59448
87c4839ae2e1f274e88e7b9644fc1e1991d10aa2,620.939
9d2de5f93789220f3287c5b2bff6e4ca5c0f5e42,0.262609
08b5008c1ba3ee34dcafcb332c51d485da0313f4,0.2128824
d0c56c5d1e19653aeb2c6fdf16c80ed09270dcaa,443.31613
2bf8abe8000927aeff885fdb26e82579b54bb657,429.1359
fb745761567cc26fe3b8240866c481797bc4aedf,0.2128824
dfcd80c91cf897b5a23dc36aeaeabf8137049ae0,484.81778
3ef584654da4e658ecdffb68bc4398c97f850ccf,450.12555
342a52f77f29b040bf07e9d4de7029ad604de09c,0.59383327
ea90166cae72eec871b4100ed8df997253bea84b,468.91177
0e63d5d397c72b9c9ffa3974b3ccc8c228da98ca,499.69797
39e7d2bf0be98a9698aa1369b7ca5576d392a777,442.13657
01d88812b1d865b9797b9c57ed7538527593eb1d,562.6757
879d82fe92a01214851fbeb62cd533fbc9d4ab87,536.67426
9d0302fe7230d42fc9b5b995f2133c9db7513dce,0.2128824
bddbc541b26cbdc46bf0e2df980a3c8078f13cb9,450.787
a185d42f150631e1f22e1d81f965dda9833d0bec,437.0279
c5994a51d6c24ee4360aee344cebf55bd01c39e3,525.9786
bbe2574187920d91ca67a657c5a476f92f8ac142,454.2504
8637d558542ccd4a1cd1d3ab336711edad60a966,448.51578
30fd3c461823b211ad79159256fdb3eb101deff0,444.6884
8fc264880ab920d1847cd48307d22ae465c4be14,0.262609
d84f79e6c625a4c581a74ac4cdee661e6a69584b,0.2128824
fa78d232e5d879c81cfc136341b2ac1e22199a44,0.62227964
88c22a24bf7c1f218cdd78973beb0e93d5fabbfa,439.5376
b64320a06b5488023d6db73962a0ef06cfb5c4d3,0.262609
4d12becc50fceaa6423313e98858cee7d438cc36,479.41428
5c55594ff65d25732d6104cf60588ae877cb6e9c,609.8549
8b1835ec3b546305fba72996c9e8b1941f6f3fd9,0.62227964
e7eda9aa4a5dd77a968c91492fe232a0ee51bafe,0.2128824
8811c9e0834082ca3b09b556baf8674c55426155,0.62227964
03d703acff40c67a804e3d7993f02e710af9be58,0.5173792
ebd6ed760a482a95ddc04d78254761296ea73608,500.29178
